ID,'Product using score','User area',gender,age,'Cumulative using time','Point balance','Product service usage','Pay a monthly fee by credit card','Active user',' Estimated salary','Purchase or not'
793,850,Taichung,Female,?,6,111962.99,1,1,0,111755.8,0
6156,759,Taipei,Male,?,?,0,?,?,?,135394.62,0
5190,?,?,Male,41,5,146466.46,2,0,?,180934.67,0
4471,516,Taichung,Female,?,1,156674.2,1,1,?,?,1
2148,665,Taipei,?,?,2,101286.11,1,1,1,?,0
8590,?,?,?,?,7,0,2,0,1,?,0
330,664,Taichung,?,?,7,116244.14,2,?,1,95145.14,0
1773,656,Taichung,?,?,?,?,?,1,1,160835.3,0
3298,592,Tainan,Female,41,2,?,?,1,0,90020.74,0
5404,590,Tainan,Male,22,7,?,?,1,1,161253.08,0
7713,545,Taipei,?,30,3,?,2,1,0,?,0
2726,471,?,?,58,4,114713.57,1,1,1,36315.03,0
1815,579,?,Male,?,2,90547.48,2,?,1,?,0
5064,614,Tainan,Female,?,?,?,2,0,0,?,0
4602,?,?,Male,?,?,?,?,0,0,43250.54,0
4696,669,?,?,37,1,?,?,?,1,162260.93,0
671,?,Taichung,?,48,3,?,2,0,0,30020.09,0
1354,626,Tainan,Male,29,7,?,?,1,0,49361.84,0
8954,?,?,Male,42,3,177626.77,3,0,1,16392.72,1
925,785,?,?,34,9,70302.48,?,?,?,?,0
686,661,?,Male,?,2,?,1,0,0,?,1
6069,?,Taipei,Female,?,?,?,1,?,1,79101.67,0
7728,681,Taipei,Female,63,7,0,2,1,1,55054.48,0
9824,551,Taipei,?,?,?,144258.52,1,1,0,?,0
3222,?,?,Female,24,?,0,2,0,1,197866.55,0
5737,?,?,Male,?,3,0,?,?,0,?,0
4997,?,Taichung,Male,?,9,?,2,1,0,196261.64,0
8726,?,Tainan,Male,?,3,?,2,1,?,44008.91,0
1011,?,Taipei,Male,40,10,0,1,1,?,127847.25,1
5436,647,Taipei,?,33,?,0,?,1,0,?,0
6750,684,?,Female,?,9,79263.9,1,0,1,?,0
7259,600,?,?,58,8,118723.11,?,?,0,?,1
4998,722,?,Male,43,1,0,?,1,0,44560.17,1
7116,673,Taipei,Female,42,?,0,2,?,?,121440.8,0
1116,479,Tainan,?,?,?,?,1,?,?,85646.41,0
1826,770,Taichung,Male,45,?,?,1,?,?,26163.74,1
532,702,Tainan,Female,26,4,135219.57,?,?,1,59747.63,0
3446,660,Taichung,Male,28,1,118402.25,2,1,?,?,0
7302,767,Taichung,Female,33,1,?,1,1,?,132480.75,0
1559,?,Taipei,?,35,1,104783.81,2,0,?,178512.52,0
4517,497,Taichung,Female,32,8,?,4,?,?,?,1
5823,?,Tainan,Male,35,2,0,2,1,0,?,0
422,?,?,Female,38,2,0,2,1,?,?,0
9031,577,Tainan,Male,51,2,108867,1,0,?,?,1
3245,631,Taichung,Female,32,2,146810.99,2,1,?,180990.29,0
5936,?,Tainan,Male,?,2,?,2,?,0,135067.02,0
693,?,Taichung,Male,?,8,145071.24,?,0,0,?,0
6531,511,?,?,75,9,?,1,?,1,?,0
6167,773,Taipei,?,?,2,145578.28,?,0,1,186172.85,0
726,787,Taipei,Female,42,10,145988.65,2,1,1,79510.37,0
452,850,?,Male,40,?,0,?,?,?,119232.33,0
5156,?,?,Female,?,3,0,?,0,?,82565.01,0
6534,489,Taipei,Female,?,?,103894.38,2,1,?,107625.46,0
2327,648,?,?,35,?,?,2,0,?,122899.01,0
306,?,Taipei,?,31,1,119266.69,1,?,?,?,0
6739,?,?,?,?,9,134498.54,?,1,1,119924.8,0
8002,707,Tainan,Male,?,?,0,2,?,?,126475.79,0
9598,?,?,Male,26,10,0,2,?,1,?,0
2688,508,Taipei,Male,?,?,?,2,0,0,?,0
6028,?,Taichung,?,?,3,140393.65,2,0,1,186285.52,0
6829,707,?,Male,34,9,?,?,1,0,94912.78,0
9401,?,Taipei,?,31,?,98360.03,1,0,0,20973.8,0
4876,?,Taipei,Female,33,9,?,?,0,?,128600.49,0
105,670,Tainan,Female,65,?,0,1,?,1,177655.68,1
7855,746,Tainan,Male,49,7,?,2,0,?,10096.25,0
1340,?,Tainan,Male,46,7,?,?,?,1,62615.35,0
8731,?,Taipei,Male,30,5,?,2,?,1,105155.66,0
2894,657,Taipei,Male,?,9,0,2,?,0,37171.46,0
9146,712,Tainan,Male,45,6,112994.65,1,0,0,198398.68,0
8917,?,Taipei,Female,?,6,0,2,1,0,73457.55,0
4683,?,Taipei,?,24,?,?,1,1,?,?,0
599,683,?,Female,57,?,?,1,?,?,9221.78,1
9072,?,Taichung,Male,44,3,?,1,1,0,?,0
21,732,Taipei,Male,41,8,0,2,1,1,170886.17,0
3380,803,?,Female,45,7,0,?,1,1,128378.04,0
5730,488,Taipei,Male,43,10,?,1,?,?,28332,0
4166,775,Taipei,?,?,7,?,2,1,1,111558.7,0
9032,?,?,?,39,7,0,2,?,0,?,0
7258,747,Taipei,Female,47,5,139914.6,4,0,1,129964.56,1
7980,555,?,?,26,?,0,2,?,?,93122.41,0
5287,684,Tainan,?,?,1,134177.06,?,0,?,177506.66,0
7833,573,Tainan,Male,46,3,65269.23,1,0,?,189988.65,1
9763,708,Taichung,?,21,8,?,2,?,0,50294.09,0
2730,667,Taipei,Male,23,1,?,?,1,?,91573.19,0
4075,718,Taipei,Female,35,2,?,1,?,?,43024.64,0
4706,533,Taichung,Female,?,10,?,1,?,0,43852.05,0
6096,600,Tainan,?,37,8,?,?,1,1,77142.32,0
8153,654,Tainan,Female,?,?,0,?,1,?,146652.11,0
329,671,?,Male,35,1,144848.74,1,1,1,179012.3,0
1707,?,Tainan,?,?,?,?,1,?,0,126876.47,0
169,667,Tainan,Female,?,2,0,2,1,0,40721.24,1
9900,660,?,Female,?,3,?,1,1,1,?,0
4271,?,?,Female,57,7,71481.79,?,1,1,84421.34,0
9643,704,Tainan,Male,38,6,?,1,1,0,173776.5,0
8819,?,?,Female,37,3,?,2,1,1,38252.25,0
9060,688,?,Female,?,9,91025.58,2,0,1,163783,0
1130,669,?,?,35,7,0,1,1,1,49108.23,1
7978,647,Tainan,Male,?,?,?,1,0,?,89103.05,0
2617,762,Tainan,Male,?,9,?,2,0,0,149822.04,0
4446,739,?,Male,29,1,0,2,1,?,164484.78,0
1942,?,Tainan,Male,44,3,?,1,1,0,69697.74,0
7369,850,?,Female,?,3,169025.83,1,1,0,174235.06,0
576,546,?,?,?,8,?,?,1,?,14858.1,0
42,465,Taipei,Female,51,?,?,1,?,0,?,1
4738,791,?,?,36,6,111168.97,?,1,1,?,0
4654,489,Taipei,Female,51,3,0,2,0,1,174098.28,1
5442,?,Taipei,Male,29,1,135536.5,1,1,0,?,0
2935,?,Taipei,?,33,7,?,1,1,?,?,1
9626,?,Taichung,Female,44,0,131873.07,2,1,1,158036.72,1
5623,670,Taipei,?,38,10,?,1,0,0,144275.39,0
9242,?,?,Male,35,8,0,2,0,?,67431.28,0
9185,?,?,Female,56,4,0,?,1,0,84644.76,0
3493,?,Taipei,Female,45,7,?,1,0,1,47349,0
3667,701,Tainan,Female,21,?,?,2,?,1,?,0
5105,714,Tainan,Male,44,?,0,1,0,1,?,0
543,?,Taipei,Female,?,4,64740.12,1,1,1,?,0
5031,?,Taichung,Male,33,8,92659.2,?,1,0,1354.25,0
5351,?,Taipei,Female,57,?,114023.64,2,?,1,?,1
3000,525,Taipei,Male,?,?,112833.35,?,0,?,175178.56,0
213,620,?,?,41,9,0,?,?,0,?,0
7339,708,Taichung,?,?,?,?,?,?,?,125311.17,1
637,660,?,Female,33,?,?,2,?,0,117834.91,0
4011,514,Tainan,?,?,9,0,2,1,1,?,0
5576,656,?,Male,40,2,0,2,1,1,180553.48,0
8791,416,Tainan,?,35,8,?,1,?,?,?,0
690,?,Taipei,Female,36,?,66392.64,1,1,0,31106.67,0
5761,528,Tainan,Male,23,7,104744.89,1,1,0,170262.97,0
3828,794,Taichung,?,57,3,117056.46,1,?,?,93336.93,1
2343,?,Tainan,?,44,5,0,1,?,0,?,0
7744,777,Taichung,Male,35,7,?,1,?,1,76169.68,0
8116,545,Taipei,Female,32,6,0,2,1,1,52067.37,0
229,751,Taichung,Male,50,?,96888.39,?,1,?,?,1
2335,803,Tainan,Female,37,1,0,2,0,?,7455.2,0
7527,850,Taipei,Female,81,1,0,2,1,1,59568.24,0
539,564,Taichung,?,62,5,?,3,0,1,18260.98,1
1632,350,Tainan,Male,54,1,152677.48,1,1,1,191973.49,1
8159,?,Taipei,Female,37,2,0,2,1,0,3939.87,0
1240,569,Taipei,Male,?,?,0,2,?,0,73977.23,0
6501,582,Taipei,Female,?,?,153313.67,?,?,0,170563.73,0
3718,?,?,?,39,?,154439.86,1,1,?,171519.06,0
3765,?,Taipei,?,49,8,103302.37,1,1,1,50974.57,0
8155,?,Tainan,?,42,?,?,1,?,0,?,1
9608,?,Taipei,?,?,5,0,1,1,?,?,0
1368,608,Taichung,Male,?,7,114203.47,?,?,1,77830.36,1
9669,?,Tainan,?,34,3,0,2,1,?,77047.78,0
6462,?,Taipei,Female,36,4,116085.06,1,1,0,58601.61,0
371,801,Tainan,Male,42,?,141947.67,1,1,?,?,0
433,548,Taichung,?,33,0,101084.36,1,?,?,?,0
8765,773,Taichung,Male,?,?,?,2,1,1,86701.4,0
4681,676,Taichung,Male,?,?,80697.44,1,0,0,101397.86,0
92,808,Taipei,Male,45,7,118626.55,2,?,?,147132.46,0
7539,?,Tainan,?,28,?,?,2,1,?,14665.28,0
3089,?,?,Male,?,5,62482.95,1,1,?,102758.43,0
2660,729,Taipei,Female,?,4,140549.4,1,1,0,30990.16,1
4162,736,Taipei,Male,?,4,176134.54,1,?,1,52856.88,0
8706,742,Taipei,Female,35,?,79126.17,?,1,?,?,0
3289,640,Taipei,?,30,6,?,1,1,1,187632.22,0
5899,699,Taipei,?,?,2,?,?,?,?,?,0
4675,?,Taichung,Male,41,1,176958.46,2,0,1,125806.3,0
8364,557,Taichung,Male,57,?,120043.13,1,1,0,132370.75,1
3630,671,Taipei,Female,48,8,?,2,0,0,?,0
8219,?,Taipei,?,?,9,0,?,?,1,33266.29,0
9605,770,Taipei,Male,31,3,155047.56,?,1,?,186064.34,0
1845,667,Taipei,?,48,2,0,2,1,1,148608.39,0
2341,523,Taichung,?,41,0,?,1,?,0,?,1
2493,520,Taichung,Female,?,3,108914.17,1,1,1,?,1
2078,569,Tainan,?,34,6,?,1,?,0,196555.32,0
7526,580,?,Male,35,?,121355.19,?,?,1,35671.45,0
9250,?,?,Female,39,7,?,1,0,1,100791.36,0
6480,648,Tainan,Male,49,5,0,1,?,0,?,1
1411,523,Taipei,?,73,7,0,2,0,0,?,1
5242,574,Taipei,?,41,1,0,2,?,0,?,0
7060,669,Taichung,Female,35,?,108269.2,2,1,0,174969.92,0
8110,661,Taipei,Female,34,0,0,?,1,0,185555.63,0
237,712,Taipei,Female,?,2,0,1,1,?,144375,0
8254,750,Taipei,Male,?,7,136492.92,3,?,?,26500.29,1
9165,680,Tainan,Male,36,?,0,2,?,0,20109.21,0
7641,790,Taichung,Female,?,?,164011.48,1,1,?,199420.41,0
1315,675,Taipei,?,54,2,0,1,1,0,149583.67,1
9535,773,?,Male,?,2,0,2,1,0,?,0
769,684,Tainan,?,41,2,?,2,0,?,?,0
697,445,Tainan,Male,62,1,?,?,1,1,76569.64,1
7786,?,?,?,26,9,0,2,?,1,?,0
4607,797,?,?,55,10,?,4,1,?,?,1
9872,633,Taipei,?,34,?,123034.43,2,?,1,?,0
2141,?,Taipei,Male,41,8,102768.42,?,1,0,55663.85,0
4546,477,Taichung,Female,36,3,117700.86,1,0,0,?,0
3867,547,Taipei,?,?,6,104450.86,?,1,1,37160.28,0
9441,593,Tainan,?,?,10,?,3,0,0,?,1
7251,604,Tainan,Female,?,6,0,2,1,?,69056.26,0
496,765,Taichung,Male,?,8,92310.54,2,1,1,?,0
9954,550,?,?,47,2,0,?,1,1,?,0
2410,?,?,Male,37,2,?,?,0,0,186300.59,0
9461,?,Tainan,Male,35,?,?,2,1,1,43036.6,0
848,468,Taipei,?,42,?,0,2,1,?,?,0
1397,?,?,Female,33,0,0,?,1,0,92277.47,1
4559,792,Taipei,Male,34,?,?,1,0,1,86330.32,0
2007,687,Taipei,Male,?,7,?,?,1,0,?,0
9018,830,Taichung,Female,?,?,77701.64,1,0,?,19512.38,0
7658,573,Taipei,Male,40,7,147754.68,1,1,1,110454.46,0
1402,620,Tainan,Female,43,2,0,2,1,0,?,0
1347,?,Taipei,Male,?,5,?,1,?,1,165614.4,0
5900,639,Taipei,Female,27,?,?,2,0,0,125244.18,0
470,?,?,Male,35,3,0,2,1,1,?,0
6824,?,Tainan,?,24,10,?,1,1,1,?,1
5130,588,?,Female,?,2,164307.77,?,1,?,48498.19,0
9868,787,Taipei,Male,32,4,0,?,?,?,13238.93,0
9034,?,?,Male,34,2,96152.68,?,?,?,?,0
6240,613,Taipei,?,47,6,?,1,1,?,77146.14,0
9706,?,?,?,36,1,0,2,0,?,108377.82,0
6746,552,?,?,55,3,?,1,1,1,?,0
6600,850,Taipei,Male,49,6,128663.9,1,1,0,65769.3,1
4790,691,?,Male,?,2,0,1,1,1,?,1
3415,?,Taipei,Female,37,2,?,2,1,1,?,0
7297,663,Taichung,Female,37,?,?,1,1,0,118716.63,0
4827,794,Taipei,?,?,?,146126.75,?,1,?,88992.05,0
4642,?,Taichung,?,?,?,133658.24,1,1,0,70209.83,0
4023,680,Taichung,Male,44,0,129974.79,2,?,?,33391.38,0
2281,732,Taipei,Male,36,7,?,?,1,?,60830.24,0
1144,630,Taipei,?,43,9,0,2,?,1,34338.04,0
2916,489,?,?,52,1,131441.51,1,1,0,?,1
1615,?,Taipei,Male,77,9,0,3,?,?,81514.06,0
7331,?,Taipei,Male,34,8,?,1,1,0,?,0
4951,628,Taichung,?,?,?,53667.44,1,1,0,?,0
1919,768,Taipei,Female,28,3,109118.05,?,0,1,50911.41,0
8231,758,Taichung,Male,32,4,162657.64,2,1,1,115525.13,0
3370,703,Taipei,Female,33,8,?,?,1,1,?,0
1716,685,?,Male,43,?,?,?,?,?,?,0
3880,?,Taipei,?,?,?,151772.63,2,0,0,180249.94,1
1322,724,Taipei,Male,40,6,0,2,?,0,106149.48,0
8504,559,?,Female,?,2,?,2,0,1,137961.41,0
8089,?,Taichung,Female,?,9,?,1,1,1,199808.1,1
1308,645,Tainan,Male,49,2,0,2,0,0,10023.15,0
2970,681,?,Male,?,7,0,2,0,0,130686.59,0
7015,463,Tainan,Female,?,2,0,2,1,1,1950.93,0
6358,?,Taipei,Female,68,3,107571.61,1,?,1,?,0
9931,425,?,Male,40,9,?,2,?,1,172646.88,0
7102,831,Tainan,Female,?,10,0,1,0,1,?,0
5034,?,Taipei,Female,61,?,65190.29,1,1,1,64308.49,1
4347,743,?,Male,41,?,?,1,?,0,163736.09,1
7236,697,Taipei,?,?,5,133087.76,?,1,0,64771.61,0
8820,592,Taichung,Male,?,10,123187.51,1,0,1,?,0
9677,585,?,Female,34,?,0,1,?,1,?,0
8552,507,?,Male,32,7,0,2,?,?,67926.18,0
8397,607,Taipei,Female,48,4,?,3,1,?,173568.3,1
2772,714,?,Male,28,7,77776.39,1,?,0,177737.07,0
1361,?,Taichung,Female,?,3,?,?,0,1,62083,0
6045,684,Taipei,Male,46,?,0,?,1,?,36376.97,0
1042,722,?,Male,?,5,0,?,1,?,166376.54,0
490,714,Taichung,?,55,9,180075.22,?,?,1,100127.71,0
2289,619,Taipei,Female,?,?,?,1,?,1,160948.87,0
5148,669,Taipei,?,38,?,121858.98,?,?,0,130755.34,0
2759,?,?,Male,36,?,0,2,0,0,84635.64,0
4225,767,Tainan,Male,?,2,?,1,?,?,48161.18,1
1700,?,?,Female,?,8,122021.92,?,?,0,33828.64,0
3648,729,Taipei,?,67,2,94203.8,1,0,?,?,0
3569,?,Tainan,?,?,3,0,?,0,1,?,0
4802,?,Taipei,Male,?,5,?,?,0,?,162683.06,0
4135,?,?,Male,43,5,102338.19,?,1,?,?,0
731,591,Taipei,?,24,6,?,1,1,1,?,0
3451,513,Taipei,Male,40,?,?,?,1,0,105028.46,0
4776,526,Tainan,Male,35,?,0,2,1,1,?,0
7464,512,Taipei,Male,?,0,129804.17,1,1,?,?,0
538,?,Tainan,Male,34,9,0,2,?,0,127569.8,0
3160,834,?,Male,23,4,131254.81,?,1,0,20199.3,0
9919,?,Tainan,Male,31,1,132862.59,1,0,0,?,0
713,?,Tainan,?,38,1,?,1,1,?,?,0
5807,?,Tainan,Male,47,1,106758.6,1,1,?,80591.18,0
5756,717,?,?,?,9,90305.76,1,?,?,124626.57,0
8740,518,Taipei,Male,?,?,138772.15,?,0,1,?,0
3782,596,Taichung,Female,27,2,151027.56,1,?,0,170320.58,0
6772,?,?,Male,29,?,?,1,?,1,175398.34,0
3039,?,?,Male,47,9,?,?,?,0,113163.17,0
7278,?,Taichung,Male,32,0,?,?,1,?,56176.31,0
2388,?,?,?,39,4,?,2,0,1,182081.45,0
3623,?,Tainan,Male,55,8,?,2,1,?,?,0
7774,636,Taichung,Male,67,?,?,1,?,1,?,1
3217,579,Taichung,?,31,6,139729.54,1,0,1,?,0
6837,715,Tainan,Male,42,6,0,2,1,?,128745.69,0
8221,557,Taipei,Male,?,6,177822.03,1,1,0,150944.31,1
6342,807,?,?,40,1,134590.21,1,1,1,?,0
6031,487,?,Male,33,?,145729.71,1,1,0,?,0
586,760,Taipei,Female,51,2,100946.71,1,0,0,?,1
8406,583,Taipei,Male,40,3,0,2,1,0,47728,0
4012,694,?,?,33,4,124067.32,?,?,1,?,0
3965,476,Taipei,Male,37,4,0,1,1,1,55775.84,1
8834,594,?,Male,50,?,81310.34,1,?,?,?,0
486,?,Taipei,?,35,0,155470.55,1,?,1,?,0
7882,?,Tainan,?,46,9,0,2,1,1,?,0
7815,647,?,Female,?,3,168560.46,2,0,0,90270.16,0
7600,537,Taipei,Female,?,?,158621.04,?,1,0,120892.96,1
2109,593,Taichung,Male,74,?,161434.36,2,1,?,65532.17,0
9645,452,Taipei,Female,?,8,0,?,?,1,?,0
3257,735,Tainan,Male,38,?,86131.71,2,?,0,93478.96,0
8558,729,Taipei,?,32,?,38550.06,1,0,1,179230.23,0
5881,?,Taipei,Male,28,0,?,?,1,?,189839.93,0
6597,477,Taipei,Male,?,?,82559.42,?,?,?,163112.9,1
1292,734,Tainan,Female,37,2,130404.92,1,0,?,34548.74,0
5425,580,Taichung,Male,?,9,143391.07,1,0,?,?,1
2910,594,Taichung,Male,38,?,63176.44,?,?,1,14466.08,0
2801,769,Taipei,Male,?,9,156773.78,2,?,0,40257.79,0
3905,698,Taichung,Male,55,8,155059.1,2,?,1,144584.29,0
8206,477,Taichung,Female,?,4,182491.57,1,?,0,185830.72,0
7928,637,Taichung,Male,?,?,122185.53,1,1,0,102566.46,1
1077,702,?,Male,?,?,0,2,1,0,99654.13,0
9049,?,Taichung,Male,40,5,113574.61,2,1,0,103396.08,0
6845,587,Taipei,?,33,8,?,1,0,0,?,0
7823,581,?,Male,50,2,143829.2,2,?,0,181224.24,1
1605,?,Taipei,Female,31,1,152663.77,1,0,?,17128.64,0
7838,?,Tainan,Male,48,2,?,1,1,?,?,1
2546,686,?,?,?,0,0,1,1,1,170072.9,0
9202,458,Taichung,Female,43,?,106870.12,2,1,0,?,0
1660,680,Tainan,Female,31,9,?,?,1,1,?,0
7143,612,Tainan,?,?,2,?,?,?,0,?,1
619,546,Tainan,?,42,?,?,1,1,1,86945,0
5378,?,Taipei,Male,72,?,160541,2,1,1,142223.94,0
6901,674,?,Female,41,4,126605.14,1,?,1,166694.93,0
7051,?,Taipei,Male,?,6,0,2,?,1,?,0
6062,544,Taichung,Male,47,5,?,?,0,0,99922.08,1
7399,453,Taichung,?,40,?,111524.49,?,1,1,120373.84,1
2850,497,Taipei,Male,41,9,0,1,?,0,22074.48,0
1843,745,Tainan,?,35,?,0,?,1,?,116581.1,0
2714,?,Tainan,Male,?,9,148564.66,1,0,?,?,0
22,?,?,Female,32,8,0,?,1,0,138555.46,0
2703,?,Taipei,?,30,4,107879.04,1,0,1,196894.62,0
2523,558,?,Male,35,?,0,2,0,?,111687.57,0
529,572,Taichung,?,48,3,152827.99,1,?,?,?,1
5369,538,?,Female,?,3,75051.49,1,0,0,17682.02,1
9061,685,Taipei,Female,33,1,0,?,0,1,?,1
6081,659,?,?,?,2,0,?,0,0,162734.31,1
8049,?,Tainan,Male,33,6,0,1,1,?,31728.35,0
9343,619,?,Female,28,?,0,?,?,?,53394.12,0
8251,850,Taipei,?,?,9,?,2,?,?,25329.48,0
1156,729,?,Male,34,3,?,1,1,?,12128.69,0
2602,622,Tainan,Female,?,9,0,2,1,?,155786.39,0
4078,781,Tainan,Male,33,?,0,?,?,1,?,0
305,553,?,?,33,4,?,1,0,0,94440.45,0
9719,710,Tainan,Male,62,3,?,?,1,0,119348.76,1
8857,774,?,Female,26,?,0,2,1,1,64716.08,0
8380,434,Tainan,?,55,6,0,1,0,?,73562.05,1
1121,848,?,Male,31,?,90018.45,2,1,?,?,0
9923,667,Taipei,Male,?,8,?,1,?,0,?,0
5155,?,Taichung,Female,42,?,97495.8,2,0,0,2002.5,0
1088,498,Taipei,?,31,?,?,?,?,?,13892.57,0
3227,603,Taichung,Male,35,1,105346.03,2,?,1,?,0
4796,483,?,?,?,9,0,1,1,1,81634.45,0
8373,850,Taichung,Male,44,2,112755.34,2,?,0,158171.36,0
6768,?,?,Male,?,7,?,?,1,0,?,0
4649,?,?,Female,57,4,0,2,?,0,136649.8,1
3600,613,Taipei,Male,41,7,0,2,1,0,?,0
3791,596,Tainan,Female,54,0,?,1,1,?,?,1
4081,808,?,Female,37,2,?,1,?,0,35140.49,1
4065,626,Taichung,?,?,?,132287.92,?,?,1,51467.92,1
478,?,Taipei,?,40,?,?,2,?,0,147358.27,0
6500,?,?,Male,?,?,0,?,1,1,87566.97,0
5399,831,?,Male,44,?,?,?,?,1,28144.07,1
9661,550,Taipei,Female,30,?,0,?,?,0,?,0
1218,505,?,?,?,?,?,?,?,?,?,0
1270,554,Taipei,Female,38,4,137654.05,2,1,?,172629.67,0
7982,599,?,?,38,9,89111.63,?,0,?,?,0
444,745,Taipei,Male,46,2,122220.19,1,1,1,118024.1,0
3663,632,Taipei,Female,28,5,118890.81,1,0,1,?,0
9777,747,Taipei,Male,29,7,0,2,1,1,141706.43,0
2208,456,Taipei,Female,33,1,188285.68,1,?,?,58363.94,0
759,633,Taipei,Female,?,9,156091.97,1,1,?,72008.61,0
7945,?,?,Female,39,?,73493.17,1,0,1,109626.13,1
5122,?,Tainan,Female,35,0,0,2,0,0,76637.38,0
9011,645,Taichung,Female,59,8,121669.93,2,?,0,?,1
8933,713,?,Female,26,4,?,2,?,?,144682.17,1
9999,772,Taichung,Male,?,3,75075.31,2,?,?,?,1
2495,?,Taipei,?,?,?,?,?,?,1,177844.06,0
1048,?,Taipei,Female,48,4,?,1,1,0,114020.06,1
3191,585,Taipei,?,28,6,105795.9,1,1,1,?,0
7027,677,Taipei,?,27,?,0,2,?,1,114685.92,0
8099,770,?,Female,68,2,183555.24,1,0,0,?,1
8707,850,Tainan,Female,55,7,0,1,0,0,171762.87,1
6524,671,Tainan,?,31,4,0,2,?,?,?,0
5969,526,Taipei,Male,28,1,112070.44,1,0,1,?,0
6648,713,?,Female,?,?,0,1,1,1,16403.41,0
9124,?,Taipei,Male,33,7,?,?,?,0,?,0
6778,754,?,?,?,7,?,?,1,0,144134.64,0
7135,522,Taipei,Male,41,5,144147.68,?,1,1,14789.9,0
1446,?,Taipei,?,?,7,100169.51,?,1,0,121408.55,0
5153,585,Tainan,Male,36,10,?,2,1,?,180318.6,0
5943,?,Taichung,?,53,0,109172.88,?,1,0,?,1
8447,?,?,?,?,6,0,2,1,?,164074.89,0
467,?,Tainan,Female,32,?,0,2,1,?,18924.92,0
4524,?,Taichung,Female,52,4,?,1,1,0,90877.76,0
7883,850,Taichung,Female,?,1,121874.89,1,0,?,6865.41,1
259,?,Taipei,?,30,?,127992.25,?,1,1,50457.2,0
5614,604,?,Female,?,?,127849.38,1,1,0,15798.7,0
1692,591,Tainan,Male,31,?,?,1,1,1,141677.33,0
8909,593,?,Male,?,10,?,1,1,?,?,0
2060,?,Tainan,?,?,?,?,?,1,1,?,0
2551,850,Taipei,Male,42,0,0,2,1,0,44165.84,0
5067,567,Taipei,Female,?,?,0,2,?,?,?,0
9620,684,?,Male,?,3,99967.76,?,1,1,?,0
3874,530,Tainan,Male,37,?,0,?,1,?,164844.37,0
3518,771,?,Male,18,?,0,2,0,0,?,0
7649,610,Tainan,?,31,?,0,2,0,0,63736.36,0
3688,?,Taipei,Female,32,?,0,?,1,1,40652.33,0
7136,681,Tainan,Female,57,2,173306.13,?,0,1,131964.66,0
4960,?,Tainan,Female,46,5,140355.6,1,1,1,85086.78,0
9440,705,Taipei,Female,31,3,142905.51,?,1,1,58134.97,0
3060,631,?,Female,33,8,0,2,0,0,117374.22,0
2543,549,Taichung,Male,41,?,?,3,1,?,131710.59,1
8460,595,?,Male,23,?,0,?,1,?,168085.97,0
1670,567,Taipei,?,37,?,?,?,1,?,28690.9,0
7932,807,Taipei,?,?,1,?,1,0,?,127875.1,0
3676,?,Taipei,?,32,?,59271.82,1,1,?,?,0
6152,727,?,?,?,10,96997.09,?,0,0,76614.04,0
2480,652,Taipei,Female,40,8,84390.8,?,0,?,107876.2,0
2950,?,Tainan,?,39,4,?,?,1,?,?,0
5330,620,Taipei,Male,41,?,0,2,1,1,137309.06,0
6354,598,?,Male,35,8,?,1,?,1,74322.85,0
6118,?,Tainan,Male,37,2,0,?,1,0,119969.99,0
7228,704,Tainan,?,24,2,0,1,?,?,35600.25,1
6210,?,Taipei,Female,40,9,?,?,?,?,189051.59,1
4886,562,?,Male,?,5,165445.04,?,?,0,?,0
4150,?,Taipei,Female,39,1,?,1,0,?,78774.36,0
6747,640,Tainan,?,39,3,?,1,1,1,105997.25,0
9845,?,Taipei,Female,40,5,?,1,?,?,189607.71,0
3265,738,Taipei,Male,?,5,161274.05,2,1,0,181429.87,0
6373,?,Taipei,Female,47,?,125724.95,2,1,0,63236.97,0
4275,502,Taichung,Female,42,0,132002.7,?,?,1,28204.98,1
4208,656,?,?,37,?,?,1,1,?,153157.97,0
1910,?,Tainan,Female,?,3,?,2,1,0,46175.7,0
265,738,Tainan,?,?,9,79019.8,1,1,?,?,0
1250,803,Taipei,Female,26,4,0,2,1,?,?,0
1855,740,Taichung,Female,36,?,109044.6,1,0,0,94554.74,1
2319,?,Tainan,Male,33,2,0,2,1,?,?,0
3102,763,Taichung,Male,?,?,160680.41,1,?,?,30886.35,0
7284,667,Taipei,Male,?,3,99513.91,?,?,?,189657.26,0
1217,572,Taipei,Male,?,5,0,1,?,1,41139.05,0
732,769,Taipei,?,25,?,?,2,0,?,?,0
935,592,Tainan,Male,37,9,0,3,?,1,10656.89,0
561,584,Taichung,Female,29,7,105204.01,1,?,1,138490.03,0
7575,?,Taipei,Female,33,1,74385.98,?,1,?,20164.47,0
7531,711,Taichung,Female,52,8,145262.54,1,0,1,131473.31,0
9296,658,Taichung,Female,?,9,?,?,1,1,159268.67,0
2045,487,Taipei,Male,45,2,0,?,1,?,77475.73,0
4985,553,Taipei,Female,?,4,0,?,1,1,89087.4,0
9762,?,?,?,60,1,72948.58,2,?,1,17355.36,0
5317,654,Tainan,Male,40,5,?,1,1,?,173617.09,0
7192,?,Taipei,Male,42,9,114631.23,1,0,1,?,0
9007,661,Tainan,Male,?,8,0,?,1,0,110252.53,0
4752,661,Taichung,?,64,8,128751.65,2,?,?,189398.18,1
5883,732,?,Male,55,?,136576.02,1,?,1,3268.17,1
6036,617,Taipei,Male,?,?,61687.33,?,1,0,105965.25,0
